ProvinciaCantonDistrito,PoblacionMayor15,TasaNetaParticipacion,TasaOcupacion,TasaDesempleoAbierto,PorcentajeEconomicamenteInactivo,RelacionDependenciaEconomica
San José          , 5 750,59.5,58.2,2.1,40.5,1.2,5.9,15.5,78.7
Concepción        , 2 074,59.0,57.9,1.9,41.0,1.2,7.4,16.7,75.9
San Francisco     , 3 468,55.0,53.7,2.5,45.0,1.3,4.8,22.1,73.1
San Antonio       , 8 002,58.1,56.9,2.1,41.9,1.1,2.3,26.3,71.4
La Ribera         , 4 806,57.8,56.5,2.4,42.2,1.2,3.6,29.1,67.3
La Asunción       , 4 661,59.8,58.0,3.0,40.2,1.0,3.8,21.2,75.0
San Joaquín       , 5 717,60.1,58.4,2.9,39.9,1.1,1.7,22.5,75.8
Barrantes         , 3 232,58.1,57.2,1.5,41.9,1.2,2.6,19.1,78.3
Llorente          , 6 725,58.3,56.5,3.1,41.7,1.2,1.8,27.7,70.4
San Pablo         , 15 318,58.4,56.8,2.7,41.6,1.2,1.5,18.1,80.3
Rincón de Sabanilla, 6 605,58.8,56.9,3.1,41.2,1.1,0.7,16.7,82.6
Puerto Viejo      , 13 420,53.4,51.4,3.8,46.6,1.8,52.5,7.2,40.3
La Virgen         , 7 396,49.3,47.3,4.1,50.7,1.9,46.3,7.8,46.0
Las Horquetas     , 17 185,48.6,47.2,2.8,51.4,1.9,42.6,12.7,44.7
Llanuras del Gaspar,  792,54.3,53.5,1.4,45.7,1.7,81.1,6.6,12.3
Cureña            ,  654,49.2,47.6,3.4,50.8,2.0,68.2,19.9,11.9
Liberia           , 38 674,52.8,50.1,5.1,47.2,1.6,6.4,13.0,80.6
Cañas Dulces      , 2 392,48.6,46.8,3.6,51.4,1.8,23.1,11.5,65.4
Mayorga           , 1 123,38.4,36.4,5.1,61.6,2.7,38.6,10.8,50.6
Nacascolo         , 1 571,50.0,48.1,3.9,50.0,1.9,17.2,13.2,69.5
Curubandé         , 1 820,51.7,50.6,2.1,48.3,1.7,15.0,11.3,73.7
Nicoya            , 18 916,46.5,44.7,4.0,53.5,1.8,9.5,14.3,76.3
Mansión           , 4 346,40.6,39.5,2.7,59.4,2.2,22.4,13.0,64.7
San Antonio       , 5 286,33.5,32.2,3.8,66.5,2.8,36.7,11.3,51.9
Quebrada Honda    , 1 978,36.4,34.8,4.3,63.6,2.5,37.6,12.8,49.6
Sámara            , 2 612,49.8,48.5,2.6,50.2,1.7,19.7,13.2,67.1
Nosara            , 3 516,54.4,52.8,3.0,45.6,1.6,14.0,19.9,66.2
Belén de Nosarita , 1 971,31.2,30.2,3.1,68.8,3.4,35.2,13.1,51.7
Santa Cruz        , 16 287,48.1,46.3,3.7,51.9,1.7,9.8,11.3,79.0
Bolsón            , 1 264,36.2,34.8,3.7,63.8,2.6,45.7,13.6,40.7
Veintisiete de Abril, 5 297,40.9,38.5,6.0,59.1,2.3,20.8,13.5,65.7
Tempate           , 4 207,49.1,46.9,4.5,50.9,1.7,10.6,11.9,77.5
Cartagena         , 2 940,41.9,40.2,4.1,58.1,2.1,7.3,7.3,85.4
Cuajiniquil       , 1 307,42.6,41.7,2.2,57.4,2.2,30.8,9.0,60.2
Diriá            , 3 024,44.2,41.7,5.7,55.8,1.9,18.0,10.5,71.6
Cabo Velas        , 2 570,54.0,50.9,5.8,46.0,1.4,8.1,9.8,82.1
Tamarindo         , 4 764,57.7,55.0,4.7,42.3,1.3,5.8,9.4,84.9
Bagaces           , 8 769,46.4,44.3,4.5,53.6,2.0,33.3,13.1,53.6
La Fortuna        , 2 060,44.7,43.8,2.0,55.3,2.0,17.4,8.4,74.2
Mogote            , 2 427,46.7,45.4,2.7,53.3,2.0,22.6,13.0,64.5
Río Naranjo       ,  781,40.5,38.8,4.1,59.5,2.2,40.3,14.2,45.5
Filadelfia        , 5 963,41.7,38.5,7.6,58.3,2.2,20.2,18.2,61.6
Palmira           , 3 911,48.7,46.0,5.5,51.3,1.8,14.8,21.7,63.5
Sardinal          , 10 919,49.8,47.4,4.9,50.2,1.7,10.3,12.7,77.0
Belén            , 6 406,44.0,41.5,5.5,56.0,2.1,14.5,14.6,70.9
Cañas            , 15 046,50.4,48.8,3.1,49.6,1.7,18.3,12.8,68.9
Palmira           ,  711,43.3,42.3,2.3,56.7,2.2,66.1,6.6,27.2
San Miguel        , 1 252,50.1,48.2,3.8,49.9,1.6,50.7,9.1,40.1
Bebedero          , 1 526,48.3,46.3,4.2,51.7,1.8,55.5,19.3,25.2
Porozal           ,  491,46.6,45.4,2.6,53.4,1.9,53.4,17.0,29.6
Las Juntas        , 7 046,47.0,44.9,4.5,53.0,1.9,22.9,15.0,62.0
Sierra            , 1 742,53.8,52.1,3.2,46.2,1.5,42.4,10.4,47.2
San Juan          , 1 192,44.8,42.6,4.9,55.2,2.0,46.3,11.6,42.1
Colorado          , 3 343,44.7,41.8,6.6,55.3,2.1,34.3,30.1,35.6
Tilarán           , 6 454,50.5,49.0,2.9,49.5,1.7,8.0,13.7,78.3
Quebrada Grande   , 2 027,50.5,49.4,2.2,49.5,1.6,36.9,16.0,47.2
Tronadora         , 1 359,45.2,44.4,1.8,54.8,1.9,25.5,16.1,58.4
Santa Rosa        , 1 469,45.8,44.0,4.0,54.2,1.9,21.5,15.5,63.0
Líbano            ,  673,44.1,43.1,2.4,55.9,1.9,57.6,7.2,35.2
Tierras Morenas   , 1 021,43.1,41.5,3.6,56.9,2.1,36.6,16.0,47.4
Arenal            , 1 702,49.4,47.9,2.9,50.6,1.7,19.6,16.1,64.3
Carmona           , 1 909,47.0,45.8,2.5,53.0,1.8,11.2,9.8,79.0
Santa Rita        , 1 083,34.7,31.8,8.5,65.3,2.8,32.6,7.8,59.6
Zapotal           ,  926,42.0,40.3,4.1,58.0,2.1,50.9,10.2,38.9
San Pablo         , 1 618,37.7,35.1,6.9,62.3,2.6,45.4,9.0,45.6
Porvenir          ,  592,43.1,41.9,2.7,56.9,1.9,51.6,11.3,37.1
Bejuco            , 2 256,44.7,43.0,3.8,55.3,2.0,36.4,17.0,46.7
La Cruz           , 6 431,47.4,45.5,4.1,52.6,2.0,17.7,8.9,73.4
Santa Cecilia     , 4 134,44.3,42.9,3.2,55.7,2.4,60.1,11.4,28.5
La Garita         , 1 116,40.2,38.9,3.3,59.8,2.8,61.8,8.1,30.2
Santa Elena       , 1 425,43.2,42.0,2.8,56.8,2.3,46.8,8.4,44.8
Hojancha          , 3 259,45.0,44.2,1.7,55.0,1.9,25.4,11.9,62.7
Monte Romo,  513,43.1,40.7,5.4,56.9,2.0,71.3,5.3,23.4
Puerto Carrillo   , 1 201,42.0,40.8,3.0,58.0,2.1,25.1,15.9,59.0
Huacas            ,  548,40.7,40.5,0.4,59.3,2.2,63.1,13.1,23.9
Puntarenas        , 6 801,53.3,51.4,3.4,46.7,1.3,10.0,8.8,81.2
Pitahaya          , 1 515,46.9,45.6,2.8,53.1,2.1,63.0,12.6,24.5
Chomes            , 3 940,43.4,41.5,4.3,56.6,2.2,48.3,12.5,39.2
Lepanto           , 7 170,41.1,39.6,3.8,58.9,2.2,38.9,8.5,52.6
Paquera           , 4 875,43.9,42.7,2.8,56.1,2.1,27.2,9.0,63.8
Manzanillo        , 1 965,43.9,42.8,2.4,56.1,2.3,63.9,5.3,30.8
Guacimal          ,  698,48.3,47.7,1.2,51.7,1.7,48.9,17.4,33.6
Barranca          , 21 866,47.4,45.3,4.6,52.6,2.0,7.1,22.5,70.4
Monte Verde       , 3 042,59.9,58.1,2.9,40.1,1.3,7.4,11.9,80.7
Cóbano            , 5 442,56.4,54.8,2.8,43.6,1.4,14.2,10.9,74.9
Chacarita         , 12 681,47.7,45.8,3.9,52.3,1.9,11.5,17.9,70.5
Chira        , 1 119,44.5,43.7,1.8,55.5,2.2,64.6,3.5,31.9
Acapulco          ,  993,46.6,45.7,1.9,53.4,1.8,36.3,22.2,41.4
El Roble          , 11 589,49.7,47.7,4.1,50.3,1.7,5.4,21.0,73.6
Arancibia         ,  514,38.9,38.7,0.5,61.1,2.3,83.9,2.5,13.6
Espíritu Santo    , 11 873,49.3,47.3,4.0,50.7,1.7,3.3,23.9,72.8
San Juan Grande   , 4 433,48.1,46.2,4.0,51.9,1.9,10.2,27.1,62.7
Macacona          , 3 497,52.0,50.8,2.4,48.0,1.6,5.6,21.8,72.6
San Rafael        , 1 020,49.6,48.4,2.4,50.4,1.6,23.7,16.4,59.9
San Jerónimo      ,  590,48.3,47.8,1.1,51.7,1.6,47.5,18.1,34.4
Buenos Aires      , 14 300,48.1,46.6,3.1,51.9,2.1,39.5,9.1,51.4
Volcán            , 2 706,43.3,41.4,4.4,56.7,2.3,66.9,10.0,23.1
Potrero Grande    , 3 882,39.3,37.1,5.8,60.7,2.9,61.6,7.4,31.1
Boruca            , 2 118,41.0,39.8,3.1,59.0,2.5,51.7,17.0,31.4
Pilas            , 1 124,43.9,43.8,0.2,56.1,2.4,86.4,2.2,11.4
Colinas      ,  983,52.9,52.8,0.2,47.1,1.6,84.2,1.2,14.6
Chánguena         , 1 695,44.2,43.4,1.9,55.8,2.5,85.7,2.3,12.0
Biolley           , 1 691,44.4,43.8,1.2,55.6,2.3,72.9,6.3,20.8
Brunka            , 2 159,42.1,39.3,6.6,57.9,2.5,64.4,8.1,27.4
Miramar           , 6 433,48.9,47.9,2.0,51.1,1.6,7.8,20.5,71.7
La Unión          ,  968,41.8,41.2,1.5,58.2,2.1,53.6,9.3,37.1
San Isidro        , 2 494,46.7,44.3,5.0,53.3,1.9,15.1,21.4,63.5
Puerto Cortés     , 5 834,47.5,46.2,2.8,52.5,1.9,15.0,16.4,68.6
Palmar            , 7 146,48.8,47.1,3.4,51.2,1.8,28.5,12.9,58.6
Sierpe            , 3 069,47.3,46.1,2.4,52.7,1.9,43.1,7.1,49.7
Bahía Ballena     , 2 379,58.7,57.3,2.4,41.3,1.4,13.7,17.5,68.9
Piedras Blancas   , 3 030,43.4,41.8,3.5,56.6,2.1,53.2,8.8,38.1
Quepos            , 14 677,56.4,54.0,4.3,43.6,1.4,14.6,12.9,72.5
Savegre           , 2 440,50.2,49.1,2.2,49.8,1.7,32.4,15.9,51.7
Naranjito         , 2 687,51.4,49.2,4.3,48.6,1.7,18.4,13.2,68.5
Golfito           , 8 303,51.8,49.3,4.8,48.2,1.6,12.4,9.1,78.5
Puerto Jiménez    , 6 258,49.3,47.3,4.1,50.7,1.8,26.7,12.0,61.3
Guaycará          , 9 305,47.3,45.9,3.0,52.7,1.9,23.2,17.1,59.8
Pavón , 4 179,42.8,41.9,2.2,57.2,2.4,53.8,11.3,34.9
San Vito          , 10 550,45.7,44.6,2.3,54.3,2.1,30.3,9.9,59.7
Sabalito          , 7 534,45.8,45.0,1.6,54.2,2.2,52.7,7.8,39.6
Aguabuena         , 4 491,45.7,44.0,3.7,54.3,2.1,34.5,7.9,57.5
Limoncito         , 2 288,34.9,34.3,1.8,65.1,3.5,48.1,9.4,42.5
Pittier           , 1 885,44.6,43.9,1.7,55.4,2.3,78.1,7.3,14.6
Parrita           , 11 857,50.4,48.8,3.3,49.6,1.7,24.8,19.0,56.2
Corredor          , 12 377,52.0,50.7,2.5,48.0,1.7,23.1,15.8,61.1
La Cuesta         , 2 795,52.8,51.8,1.8,47.2,1.6,25.9,13.4,60.7
Canoas            , 7 973,49.1,48.0,2.3,50.9,1.9,18.2,13.1,68.7
Laurel            , 6 441,45.8,45.1,1.6,54.2,2.1,54.5,16.0,29.6
Jacó             , 8 280,62.5,60.0,4.0,37.5,1.3,4.5,14.7,80.8
Tárcoles          , 3 964,55.5,54.0,2.8,44.5,1.5,13.4,14.3,72.3
Limón, 43 765,50.8,48.1,5.3,49.2,1.7,3.9,14.3,81.8
Valle La Estrella , 11 338,42.9,41.3,3.8,57.1,2.7,68.2,5.8,26.0
Río Blanco        , 5 616,46.1,43.4,5.9,53.9,2.2,15.4,19.8,64.9
Matama            , 4 836,48.2,46.0,4.6,51.8,2.1,38.6,12.8,48.7
Guápiles          , 26 647,54.8,53.1,3.1,45.2,1.5,11.7,16.1,72.2
Jiménez           , 7 393,53.5,51.1,4.5,46.5,1.7,20.4,25.5,54.1
Rita             , 17 063,47.7,45.1,5.5,52.3,2.0,58.1,9.8,32.0
Roxana            , 11 761,51.1,48.7,4.6,48.9,1.8,64.2,8.6,27.2
Cariari           , 24 123,48.5,45.8,5.7,51.5,1.9,43.5,10.2,46.2
Colorado          , 2 743,54.7,53.6,2.1,45.3,1.7,41.6,6.3,52.1
Siquirres         , 22 430,51.2,49.3,3.8,48.8,1.8,40.2,8.8,51.0
Pacuarito         , 6 077,51.3,49.6,3.4,48.7,1.8,75.7,3.2,21.2
Florida           , 1 617,48.9,47.1,3.5,51.1,1.8,40.3,21.0,38.7
Germania          , 1 832,49.2,48.1,2.3,50.8,1.7,43.5,19.3,37.2
El Cairo          , 4 247,48.1,46.2,4.0,51.9,2.0,43.5,16.2,40.4
Alegría        , 3 971,50.0,48.3,3.3,50.0,1.9,27.1,16.9,56.0
Bratsi            , 4 756,47.6,46.7,1.9,52.4,2.2,45.0,6.8,48.2
Sixaola           , 5 558,51.2,49.8,2.6,48.8,2.1,66.1,3.9,30.0
Cahuita           , 5 686,52.3,49.9,4.7,47.7,1.8,17.1,12.2,70.8
Telire, 3 899,49.8,48.9,2.0,50.2,2.2,75.9,3.3,20.9
Matina            , 6 180,51.8,49.0,5.3,48.2,1.9,68.6,6.3,25.0
Batán            , 11 339,50.7,48.2,4.9,49.3,1.9,53.6,6.9,39.4
Carrandi          , 8 221,53.7,52.0,3.0,46.3,1.7,75.2,3.9,21.0
Guácimo           , 12 919,52.1,50.1,3.9,47.9,1.7,31.8,16.1,52.1
Mercedes          , 1 337,41.2,39.4,4.4,58.8,2.1,29.2,11.0,59.8
Pocora            , 4 631,49.9,47.6,4.6,50.1,1.8,42.0,12.7,45.2
Río Jiménez       , 6 077,48.6,46.8,3.8,51.4,2.0,71.5,5.5,23.0
Duacarí           , 4 095,50.9,48.6,4.5,49.1,1.9,79.5,5.7,14.8
